,Reactions,Reactants_canonical,Products_canonical,counts,reactant_smiles_am,product_smiles_am
39,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@:1](/[C:2](=[C:3](\[O:4][S:13][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:14],C=CC(=O)OC.S,C/C=C(/OC)OS,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@:1](/[C:2](=[C:3](\[O:4][S:13][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:14]
40,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@:1](/[C:2](=[C:3](\[O:4][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[S:13][H:14],C=CC(=O)OC.S,CO/C(O)=C/CS,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@:1](/[C:2](=[C:3](\[O:4][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[S:13][H:14]
41,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@:1](/[C:2](=[C:3](\[O:4][H:14])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[S:13][H:15],C=CC(=O)OC.S,CO/C(O)=C/CS,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@:1](/[C:2](=[C:3](\[O:4][H:14])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[S:13][H:15]
42,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14],C=CC(=O)OC.S,C=CC(=O)OC.S,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14]
43,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2]([C:3](\[O:4][H:15])=[O+:5]\[C@:6]([H:10])([H:11])[H:12])/[H:9])(\[H:7])[H:8].[S-:13][H:14],C=CC(=O)OC.S,C=C/C(O)=[O+]/C.[SH-],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2]([C:3](\[O:4][H:15])=[O+:5]\[C@:6]([H:10])([H:11])[H:12])/[H:9])(\[H:7])[H:8].[S-:13][H:14]
44,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[H+:14].[S-:13][H:15],C=CC(=O)OC.S,C=CC(=O)OC.[H+].[SH-],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[H+:14].[S-:13][H:15]
45,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[H+:15].[S-:13][H:14],C=CC(=O)OC.S,C=CC(=O)OC.[H+].[SH-],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[H+:15].[S-:13][H:14]
46,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:15])(\[H:7])[H:8].[H:9][S:13][H:14]>>[C@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[H:15])([H:7])([H:8])[S:13][H:14],C=CC(=O)OC.S,COC(=O)CCS,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:15])(\[H:7])[H:8].[H:9][S:13][H:14],[C@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[H:15])([H:7])([H:8])[S:13][H:14]
47,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],C=CC(=O)OC.S,C=CC(=O)OC.S,0.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]
48,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:14].[H:7][S:13][H:15]>>[C@@:1](/[C:2](=[C:3](/[O:4][S:13][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:14],C=CC(=O)OC.S,C/C=C(\OC)OS,0.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:14].[H:7][S:13][H:15],[C@@:1](/[C:2](=[C:3](/[O:4][S:13][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:14]
